StateCode,CaseNum,CaseDate,CaseType
NY,0,8/31/16,US0002
NY,0,9/7/16,US0002
NY,0,9/14/16,US0002
NC,2,3/2/16,US0001
NC,5,3/9/16,US0001
NC,6,3/16/16,US0001
NC,7,3/23/16,US0001
NC,7,3/30/16,US0001
NC,8,4/6/16,US0001
NC,9,4/13/16,US0001
NC,10,4/20/16,US0001
NC,10,4/27/16,US0001
NC,11,5/4/16,US0001
NC,11,5/11/16,US0001
NC,11,5/18/16,US0001
NC,12,5/25/16,US0001
NC,12,6/1/16,US0001
NC,11,6/8/16,US0001
NC,15,6/15/16,US0001
NC,15,6/22/16,US0001
NC,16,6/29/16,US0001
NC,17,7/6/16,US0001
NC,18,7/13/16,US0001
NC,21,7/27/16,US0001
NC,30,8/3/16,US0001
NC,33,8/10/16,US0001
NC,35,8/17/16,US0001
NC,35,8/24/16,US0001
NC,48,8/31/16,US0001
NC,52,9/7/16,US0001
NC,61,9/14/16,US0001
NC,0,3/2/16,US0002
NC,0,3/9/16,US0002
NC,0,3/16/16,US0002
NC,0,3/23/16,US0002
NC,0,3/30/16,US0002
NC,0,4/6/16,US0002
NC,0,4/13/16,US0002
NC,0,4/20/16,US0002
NC,0,4/27/16,US0002
NC,0,5/4/16,US0002
NC,0,5/11/16,US0002
NC,0,5/18/16,US0002
NC,0,5/25/16,US0002
NC,0,6/1/16,US0002
NC,0,6/8/16,US0002
NC,0,6/15/16,US0002
NC,0,6/22/16,US0002
NC,0,6/29/16,US0002
NC,0,7/6/16,US0002
NC,0,7/13/16,US0002
NC,0,7/27/16,US0002
NC,0,8/3/16,US0002
NC,0,8/10/16,US0002
NC,0,8/17/16,US0002
NC,0,8/24/16,US0002
NC,0,8/31/16,US0002
NC,0,9/7/16,US0002
NC,0,9/14/16,US0002
ND,1,7/27/16,US0001
ND,1,8/3/16,US0001
ND,1,8/10/16,US0001
ND,1,8/17/16,US0001
ND,1,8/24/16,US0001
ND,1,8/31/16,US0001
ND,1,9/7/16,US0001
ND,1,9/14/16,US0001
ND,0,7/27/16,US0002
ND,0,8/3/16,US0002
ND,0,8/10/16,US0002
ND,0,8/17/16,US0002
ND,0,8/24/16,US0002
ND,0,8/31/16,US0002
ND,0,9/7/16,US0002
ND,0,9/14/16,US0002
OH,4,2/24/16,US0001
OH,5,3/2/16,US0001
OH,6,3/9/16,US0001
OH,8,3/16/16,US0001
OH,8,3/23/16,US0001
OH,9,3/30/16,US0001
OH,9,4/6/16,US0001
OH,9,4/13/16,US0001
OH,10,4/20/16,US0001
OH,12,4/27/16,US0001
OH,12,5/4/16,US0001
OH,12,5/11/16,US0001
OH,12,5/18/16,US0001
OH,12,5/25/16,US0001
OH,12,6/1/16,US0001
OH,14,6/8/16,US0001
OH,14,6/15/16,US0001
OH,14,6/22/16,US0001
OH,16,6/29/16,US0001
OH,21,7/6/16,US0001
OH,25,7/13/16,US0001
OH,26,7/27/16,US0001
OH,26,8/3/16,US0001
OH,26,8/10/16,US0001
OH,33,8/17/16,US0001
OH,33,8/24/16,US0001
OH,33,8/31/16,US0001
OH,36,9/7/16,US0001
OH,36,9/14/16,US0001
OH,0,2/24/16,US0002
OH,0,3/2/16,US0002
OH,0,3/9/16,US0002
OH,0,3/16/16,US0002
OH,0,3/23/16,US0002
OH,0,3/30/16,US0002
OH,0,4/6/16,US0002
OH,0,4/13/16,US0002
OH,0,4/20/16,US0002
OH,0,4/27/16,US0002
OH,0,5/4/16,US0002
OH,0,5/11/16,US0002
OH,0,5/18/16,US0002
OH,0,5/25/16,US0002
OH,0,6/1/16,US0002
OH,0,6/8/16,US0002
OH,0,6/15/16,US0002
OH,0,6/22/16,US0002
OH,0,6/29/16,US0002
OH,0,7/6/16,US0002
OH,0,7/13/16,US0002
OH,0,7/27/16,US0002
OH,0,8/3/16,US0002
OH,0,8/10/16,US0002
OH,0,8/17/16,US0002
OH,0,8/24/16,US0002
OH,0,8/31/16,US0002
OH,0,9/7/16,US0002
OH,0,9/14/16,US0002
OK,2,3/9/16,US0001
OK,3,3/16/16,US0001
OK,3,3/23/16,US0001
OK,3,3/30/16,US0001
OK,3,4/6/16,US0001
OK,3,4/13/16,US0001
OK,4,4/20/16,US0001
OK,4,4/27/16,US0001
OK,4,5/4/16,US0001
OK,4,5/11/16,US0001
OK,4,5/18/16,US0001
OK,4,5/25/16,US0001
OK,4,6/1/16,US0001
OK,5,6/8/16,US0001
OK,6,6/15/16,US0001
OK,6,6/22/16,US0001
OK,6,6/29/16,US0001
OK,12,7/6/16,US0001
OK,12,7/13/16,US0001
OK,13,7/27/16,US0001
OK,13,8/3/16,US0001
OK,17,8/10/16,US0001
OK,19,8/17/16,US0001
OK,20,8/24/16,US0001
OK,20,8/31/16,US0001
OK,20,9/7/16,US0001
OK,26,9/14/16,US0001
OK,0,3/9/16,US0002
OK,0,3/16/16,US0002
OK,0,3/23/16,US0002
OK,0,3/30/16,US0002
OK,0,4/6/16,US0002
OK,0,4/13/16,US0002
OK,0,4/20/16,US0002
OK,0,4/27/16,US0002
OK,0,5/4/16,US0002
OK,0,5/11/16,US0002
OK,0,5/18/16,US0002
OK,0,5/25/16,US0002
OK,0,6/1/16,US0002
OK,0,6/8/16,US0002
OK,0,6/15/16,US0002
OK,0,6/22/16,US0002
OK,0,6/29/16,US0002
OK,0,7/6/16,US0002
OK,0,7/13/16,US0002
OK,0,7/27/16,US0002
OK,0,8/3/16,US0002
OK,0,8/10/16,US0002
OK,0,8/17/16,US0002
OK,0,8/24/16,US0002
OK,0,8/31/16,US0002
OK,0,9/7/16,US0002
OK,0,9/14/16,US0002
OR,1,2/24/16,US0001
OR,5,3/2/16,US0001
OR,5,3/9/16,US0001
OR,6,3/16/16,US0001
OR,6,3/23/16,US0001
OR,6,3/30/16,US0001
OR,6,4/6/16,US0001
OR,6,4/13/16,US0001
OR,6,4/20/16,US0001
OR,6,4/27/16,US0001
OR,6,5/4/16,US0001
OR,6,5/11/16,US0001
OR,6,5/18/16,US0001
OR,6,5/25/16,US0001
OR,6,6/1/16,US0001
OR,6,6/8/16,US0001
OR,7,6/15/16,US0001
OR,7,6/22/16,US0001
OR,7,6/29/16,US0001
OR,7,7/6/16,US0001
OR,12,7/13/16,US0001
OR,12,7/27/16,US0001
OR,14,8/3/16,US0001
OR,14,8/10/16,US0001
OR,14,8/17/16,US0001
OR,19,8/24/16,US0001
OR,19,8/31/16,US0001
OR,19,9/7/16,US0001
OR,23,9/14/16,US0001
OR,0,2/24/16,US0002
OR,0,3/2/16,US0002
OR,0,3/9/16,US0002
OR,0,3/16/16,US0002
OR,0,3/23/16,US0002
OR,0,3/30/16,US0002
OR,0,4/6/16,US0002
OR,0,4/13/16,US0002
OR,0,4/20/16,US0002
OR,0,4/27/16,US0002
OR,0,5/4/16,US0002
OR,0,5/11/16,US0002
OR,0,5/18/16,US0002
OR,0,5/25/16,US0002
OR,0,6/1/16,US0002
OR,0,6/8/16,US0002
OR,0,6/15/16,US0002
OR,0,6/22/16,US0002
OR,0,6/29/16,US0002
OR,0,7/6/16,US0002
OR,0,7/13/16,US0002
OR,0,7/27/16,US0002
OR,0,8/3/16,US0002
OR,0,8/10/16,US0002
OR,0,8/17/16,US0002
OR,0,8/24/16,US0002
OR,0,8/31/16,US0002
OR,0,9/7/16,US0002
OR,0,9/14/16,US0002
PA,4,2/24/16,US0001
PA,5,3/2/16,US0001
PA,6,3/9/16,US0001
PA,8,3/16/16,US0001
PA,8,3/23/16,US0001
PA,11,3/30/16,US0001
PA,12,4/6/16,US0001
PA,12,4/13/16,US0001
PA,15,4/20/16,US0001
PA,16,4/27/16,US0001
PA,17,5/4/16,US0001
PA,18,5/11/16,US0001
PA,19,5/18/16,US0001
PA,19,5/25/16,US0001
PA,19,6/1/16,US0001
PA,23,6/8/16,US0001
PA,23,6/15/16,US0001
PA,24,6/22/16,US0001
PA,31,6/29/16,US0001
PA,35,7/6/16,US0001
PA,39,7/13/16,US0001
PA,48,7/27/16,US0001
PA,58,8/3/16,US0001
PA,63,8/10/16,US0001
PA,69,8/17/16,US0001
PA,77,8/24/16,US0001
PA,90,8/31/16,US0001
PA,95,9/7/16,US0001
PA,102,9/14/16,US0001
PA,0,2/24/16,US0002
PA,0,3/2/16,US0002
PA,0,3/9/16,US0002
PA,0,3/16/16,US0002
PA,0,3/23/16,US0002
PA,0,3/30/16,US0002
PA,0,4/6/16,US0002
PA,0,4/13/16,US0002
PA,0,4/20/16,US0002
PA,0,4/27/16,US0002
PA,0,5/4/16,US0002
PA,0,5/11/16,US0002
PA,0,5/18/16,US0002
PA,0,5/25/16,US0002
PA,0,6/1/16,US0002
PA,0,6/8/16,US0002
PA,0,6/15/16,US0002
PA,0,6/22/16,US0002
PA,0,6/29/16,US0002
PA,0,7/6/16,US0002
PA,0,7/13/16,US0002
PA,0,7/27/16,US0002
PA,0,8/3/16,US0002
PA,0,8/10/16,US0002
PA,0,8/17/16,US0002
PA,0,8/24/16,US0002
PA,0,8/31/16,US0002
PA,0,9/7/16,US0002
PA,0,9/14/16,US0002
PR,1,2/24/16,US0001
PR,1,3/2/16,US0001
PR,1,3/9/16,US0001
PR,2,3/16/16,US0001
PR,3,3/23/16,US0001
PR,2,3/30/16,US0001
PR,2,4/6/16,US0001
PR,3,4/13/16,US0001
PR,2,4/20/16,US0001
PR,2,4/27/16,US0001
PR,2,5/4/16,US0001
PR,2,5/11/16,US0001
PR,3,5/18/16,US0001
PR,3,5/25/16,US0001
PR,3,6/8/16,US0001
PR,3,6/15/16,US0001
PR,5,6/22/16,US0001
PR,5,6/29/16,US0001
PR,7,7/6/16,US0001
PR,8,7/13/16,US0001
PR,18,7/27/16,US0001
PR,22,8/3/16,US0001
PR,30,8/10/16,US0001
PR,34,8/17/16,US0001
PR,42,8/24/16,US0001
PR,50,8/31/16,US0001
PR,59,9/7/16,US0001
PR,64,9/14/16,US0001
PR,34,2/24/16,US0002
PR,102,3/2/16,US0002
PR,159,3/9/16,US0002
PR,259,3/16/16,US0002
PR,258,3/23/16,US0002
PR,325,3/30/16,US0002
PR,325,4/6/16,US0002
PR,445,4/13/16,US0002
PR,474,4/20/16,US0002
PR,570,4/27/16,US0002
PR,629,5/4/16,US0002
PR,669,5/11/16,US0002
PR,803,5/18/16,US0002
PR,903,5/25/16,US0002
PR,1259,6/8/16,US0002
PR,1386,6/15/16,US0002
PR,1804,6/22/16,US0002
PR,1970,6/29/16,US0002
PR,2474,7/6/16,US0002
PR,2843,7/13/16,US0002
PR,4666,7/27/16,US0002
PR,5460,8/3/16,US0002
PR,6475,8/10/16,US0002
PR,7855,8/17/16,US0002
PR,8746,8/24/16,US0002
PR,13791,8/31/16,US0002
PR,15541,9/7/16,US0002
PR,17315,9/14/16,US0002
RI,3,5/18/16,US0001
RI,8,6/15/16,US0001
RI,11,6/22/16,US0001
RI,15,6/29/16,US0001
RI,16,7/6/16,US0001
RI,16,7/13/16,US0001
RI,16,7/27/16,US0001
RI,18,8/3/16,US0001
RI,18,8/10/16,US0001
RI,25,8/17/16,US0001
RI,28,8/24/16,US0001
RI,28,8/31/16,US0001
RI,29,9/7/16,US0001
RI,29,9/14/16,US0001
RI,0,5/18/16,US0002
RI,0,6/15/16,US0002
RI,0,6/22/16,US0002
RI,0,6/29/16,US0002
RI,0,7/6/16,US0002
RI,0,7/13/16,US0002
RI,0,7/27/16,US0002
RI,0,8/3/16,US0002
RI,0,8/10/16,US0002
RI,0,8/17/16,US0002
RI,0,8/24/16,US0002
RI,0,8/31/16,US0002
RI,0,9/7/16,US0002
RI,0,9/14/16,US0002
SC,1,5/18/16,US0001
SC,1,6/15/16,US0001
SC,1,6/22/16,US0001
SC,6,6/29/16,US0001
SC,6,7/6/16,US0001
SC,13,7/13/16,US0001
SC,26,7/27/16,US0001
SC,28,8/3/16,US0001
SC,31,8/10/16,US0001
SC,31,8/17/16,US0001
SC,31,8/24/16,US0001
SC,31,8/31/16,US0001
SC,31,9/7/16,US0001
SC,31,9/14/16,US0001
SC,0,5/18/16,US0002
SC,0,6/15/16,US0002
SC,0,6/22/16,US0002
SC,0,6/29/16,US0002
SC,0,7/6/16,US0002
SC,0,7/13/16,US0002
SC,0,7/27/16,US0002
SC,0,8/3/16,US0002
SC,0,8/10/16,US0002
SC,0,8/17/16,US0002
SC,0,8/24/16,US0002
SC,0,8/31/16,US0002
SC,0,9/7/16,US0002
SC,0,9/14/16,US0002
SD,1,8/24/16,US0001
SD,1,8/31/16,US0001
SD,1,9/7/16,US0001
SD,1,9/14/16,US0001
SD,0,8/24/16,US0002
SD,0,8/31/16,US0002
SD,0,9/7/16,US0002
SD,0,9/14/16,US0002
TN,1,2/24/16,US0001
TN,1,3/2/16,US0001
TN,1,3/9/16,US0001
TN,1,3/16/16,US0001
TN,1,3/23/16,US0001
TN,1,3/30/16,US0001
TN,1,4/6/16,US0001
TN,2,4/13/16,US0001
TN,2,4/20/16,US0001
TN,2,4/27/16,US0001
TN,2,5/4/16,US0001
TN,2,5/11/16,US0001
TN,2,5/18/16,US0001
TN,3,5/25/16,US0001
TN,4,6/1/16,US0001
TN,4,6/8/16,US0001
TN,4,6/15/16,US0001
TN,5,6/22/16,US0001
TN,8,6/29/16,US0001
TN,10,7/6/16,US0001
TN,14,7/13/16,US0001
TN,16,7/27/16,US0001
TN,22,8/3/16,US0001
TN,27,8/10/16,US0001
TN,33,8/17/16,US0001
TN,35,8/24/16,US0001
TN,37,8/31/16,US0001
TN,38,9/7/16,US0001
TN,39,9/14/16,US0001
TN,0,2/24/16,US0002
TN,0,3/2/16,US0002
TN,0,3/9/16,US0002
TN,0,3/16/16,US0002
TN,0,3/23/16,US0002
TN,0,3/30/16,US0002
TN,0,4/6/16,US0002
TN,0,4/13/16,US0002
TN,0,4/20/16,US0002
TN,0,4/27/16,US0002
TN,0,5/4/16,US0002
TN,0,5/11/16,US0002
TN,0,5/18/16,US0002
TN,0,5/25/16,US0002
TN,0,6/1/16,US0002
TN,0,6/8/16,US0002
TN,0,6/15/16,US0002
TN,0,6/22/16,US0002
TN,0,6/29/16,US0002
TN,0,7/6/16,US0002
TN,0,7/13/16,US0002
TN,0,7/27/16,US0002
TN,0,8/3/16,US0002
TN,0,8/10/16,US0002
TN,0,8/17/16,US0002
TN,0,8/24/16,US0002
TN,0,8/31/16,US0002
TN,0,9/7/16,US0002
TN,0,9/14/16,US0002
TX,13,2/24/16,US0001
TX,15,3/2/16,US0001
TX,19,3/9/16,US0001
TX,34,3/16/16,US0001
TX,23,3/23/16,US0001
TX,27,3/30/16,US0001
TX,27,4/6/16,US0001
TX,27,4/13/16,US0001
TX,30,4/20/16,US0001
TX,30,4/27/16,US0001
TX,30,5/4/16,US0001
TX,32,5/11/16,US0001
TX,35,5/18/16,US0001
TX,36,5/25/16,US0001
TX,36,6/1/16,US0001
TX,40,6/8/16,US0001
TX,42,6/15/16,US0001
TX,42,6/22/16,US0001
TX,49,6/29/16,US0001
TX,53,7/6/16,US0001
TX,57,7/13/16,US0001
TX,76,7/27/16,US0001
TX,89,8/3/16,US0001
TX,99,8/10/16,US0001
TX,108,8/17/16,US0001
TX,125,8/24/16,US0001
TX,136,8/31/16,US0001
TX,161,9/7/16,US0001
TX,181,9/14/16,US0001
TX,0,2/24/16,US0002
TX,0,3/2/16,US0002
TX,0,3/9/16,US0002
TX,0,3/16/16,US0002
TX,0,3/23/16,US0002
TX,0,3/30/16,US0002
TX,0,4/6/16,US0002
TX,0,4/13/16,US0002
TX,0,4/20/16,US0002
TX,0,4/27/16,US0002
TX,0,5/4/16,US0002
TX,0,5/11/16,US0002
TX,0,5/18/16,US0002
TX,0,5/25/16,US0002
TX,0,6/1/16,US0002
TX,0,6/8/16,US0002
TX,0,6/15/16,US0002
TX,0,6/22/16,US0002
TX,0,6/29/16,US0002
TX,0,7/6/16,US0002
TX,0,7/13/16,US0002
TX,0,7/27/16,US0002
TX,0,8/3/16,US0002
TX,0,8/10/16,US0002
TX,0,8/17/16,US0002
TX,0,8/24/16,US0002
TX,0,8/31/16,US0002
TX,0,9/7/16,US0002
TX,0,9/14/16,US0002
VI,0,2/24/16,US0001
VI,0,3/2/16,US0001
VI,0,3/9/16,US0001
VI,1,3/16/16,US0001
VI,1,3/23/16,US0001
VI,1,3/30/16,US0001
VI,1,4/6/16,US0001
VI,1,4/13/16,US0001
VI,1,4/20/16,US0001
VI,1,4/27/16,US0001
VI,1,5/4/16,US0001
VI,1,5/11/16,US0001
VI,1,5/18/16,US0001
VI,1,5/25/16,US0001
VI,1,6/1/16,US0001
VI,1,6/8/16,US0001
VI,1,6/15/16,US0001
VI,1,6/22/16,US0001
VI,1,6/29/16,US0001
VI,1,7/6/16,US0001
VI,1,7/13/16,US0001
VI,1,7/27/16,US0001
VI,1,8/3/16,US0001
VI,1,8/10/16,US0001
VI,1,8/17/16,US0001
VI,1,8/24/16,US0001
VI,1,8/31/16,US0001
VI,1,9/7/16,US0001
VI,1,9/14/16,US0001
VI,1,2/24/16,US0002
VI,1,3/2/16,US0002
VI,1,3/9/16,US0002
VI,10,3/16/16,US0002
VI,10,3/23/16,US0002
VI,10,3/30/16,US0002
VI,12,4/6/16,US0002
VI,12,4/13/16,US0002
VI,12,4/20/16,US0002
VI,12,4/27/16,US0002
VI,15,5/4/16,US0002
VI,15,5/11/16,US0002
VI,15,5/18/16,US0002
VI,15,5/25/16,US0002
VI,21,6/1/16,US0002
VI,21,6/8/16,US0002
VI,21,6/15/16,US0002
VI,21,6/22/16,US0002
VI,21,6/29/16,US0002
VI,21,7/6/16,US0002
VI,21,7/13/16,US0002
VI,21,7/27/16,US0002
VI,21,8/3/16,US0002
VI,68,8/10/16,US0002
VI,101,8/17/16,US0002
VI,176,8/24/16,US0002
VI,221,8/31/16,US0002
VI,221,9/7/16,US0002
VI,265,9/14/16,US0002
UT,2,3/30/16,US0001
UT,2,4/6/16,US0001
UT,2,4/13/16,US0001
UT,2,4/20/16,US0001
UT,2,5/18/16,US0001
UT,2,5/25/16,US0001
UT,2,6/1/16,US0001
UT,2,6/8/16,US0001
UT,2,6/15/16,US0001
UT,2,6/22/16,US0001
UT,2,6/29/16,US0001
UT,3,7/6/16,US0001
UT,5,7/13/16,US0001
UT,6,7/27/16,US0001
UT,6,8/3/16,US0001
UT,6,8/10/16,US0001
UT,6,8/17/16,US0001
UT,7,8/24/16,US0001
UT,10,8/31/16,US0001
UT,12,9/7/16,US0001
UT,11,9/14/16,US0001
UT,0,3/30/16,US0002
UT,0,4/6/16,US0002
UT,0,4/13/16,US0002
UT,0,4/20/16,US0002
UT,0,5/18/16,US0002
UT,0,5/25/16,US0002
UT,0,6/1/16,US0002
UT,0,6/8/16,US0002
UT,0,6/15/16,US0002
UT,0,6/22/16,US0002
UT,0,6/29/16,US0002
UT,0,7/6/16,US0002
UT,0,7/13/16,US0002
UT,0,7/27/16,US0002
UT,0,8/3/16,US0002
UT,0,8/10/16,US0002
UT,0,8/17/16,US0002
UT,0,8/24/16,US0002
UT,0,8/31/16,US0002
UT,0,9/7/16,US0002
UT,0,9/14/16,US0002
VT,1,5/18/16,US0001
VT,1,6/15/16,US0001
VT,1,6/22/16,US0001
VT,2,6/29/16,US0001
VT,2,7/6/16,US0001
VT,3,7/13/16,US0001
VT,6,7/27/16,US0001
VT,6,8/3/16,US0001
VT,6,8/10/16,US0001
VT,6,8/17/16,US0001
VT,7,8/24/16,US0001
VT,7,8/31/16,US0001
VT,7,9/7/16,US0001
VT,7,9/14/16,US0001
VT,0,5/18/16,US0002
VT,0,6/15/16,US0002
VT,0,6/22/16,US0002
VT,0,6/29/16,US0002
VT,0,7/6/16,US0002
VT,0,7/13/16,US0002
VT,0,7/27/16,US0002
VT,0,8/3/16,US0002
VT,0,8/10/16,US0002
VT,0,8/17/16,US0002
VT,0,8/24/16,US0002
VT,0,8/31/16,US0002
VT,0,9/7/16,US0002
VT,0,9/14/16,US0002
VA,3,2/24/16,US0001
VA,5,3/2/16,US0001
VA,6,3/9/16,US0001
VA,7,3/16/16,US0001
VA,7,3/23/16,US0001
VA,8,3/30/16,US0001
VA,8,4/6/16,US0001
VA,8,4/13/16,US0001
VA,10,4/20/16,US0001
VA,12,4/27/16,US0001
VA,13,5/4/16,US0001
VA,15,5/11/16,US0001
VA,15,5/18/16,US0001
VA,15,5/25/16,US0001
VA,18,6/1/16,US0001
VA,20,6/8/16,US0001
VA,26,6/15/16,US0001
VA,27,6/22/16,US0001
VA,27,6/29/16,US0001
VA,33,7/6/16,US0001
VA,38,7/13/16,US0001
VA,48,7/27/16,US0001
VA,57,8/3/16,US0001
VA,58,8/10/16,US0001
VA,62,8/17/16,US0001
VA,66,8/24/16,US0001
VA,75,8/31/16,US0001
VA,78,9/7/16,US0001
VA,81,9/14/16,US0001
VA,0,2/24/16,US0002
VA,0,3/2/16,US0002
VA,0,3/9/16,US0002
VA,0,3/16/16,US0002
VA,0,3/23/16,US0002
VA,0,3/30/16,US0002
VA,0,4/6/16,US0002
VA,0,4/13/16,US0002
VA,0,4/20/16,US0002
VA,0,4/27/16,US0002
VA,0,5/4/16,US0002
VA,0,5/11/16,US0002
VA,0,5/18/16,US0002
VA,0,5/25/16,US0002
VA,0,6/1/16,US0002
VA,0,6/8/16,US0002
VA,0,6/15/16,US0002
VA,0,6/22/16,US0002
VA,0,6/29/16,US0002
VA,0,7/6/16,US0002
VA,0,7/13/16,US0002
VA,0,7/27/16,US0002
VA,0,8/3/16,US0002
VA,0,8/10/16,US0002
VA,0,8/17/16,US0002
VA,0,8/24/16,US0002
VA,0,8/31/16,US0002
VA,0,9/7/16,US0002
VA,0,9/14/16,US0002
WA,1,2/24/16,US0001
WA,1,3/2/16,US0001
WA,1,3/9/16,US0001
WA,2,3/16/16,US0001
WA,2,3/23/16,US0001
WA,2,3/30/16,US0001
WA,2,4/6/16,US0001
WA,2,4/13/16,US0001
WA,2,4/20/16,US0001
WA,2,4/27/16,US0001
WA,2,5/4/16,US0001
WA,2,5/11/16,US0001
WA,2,5/18/16,US0001
WA,3,5/25/16,US0001
WA,4,6/1/16,US0001
WA,4,6/8/16,US0001
WA,5,6/15/16,US0001
WA,5,6/22/16,US0001
WA,6,6/29/16,US0001
WA,9,7/6/16,US0001
WA,11,7/13/16,US0001
WA,14,7/27/16,US0001
WA,16,8/3/16,US0001
WA,16,8/10/16,US0001
WA,19,8/17/16,US0001
WA,21,8/24/16,US0001
WA,26,8/31/16,US0001
WA,28,9/7/16,US0001
WA,34,9/14/16,US0001
WA,0,2/24/16,US0002
WA,0,3/2/16,US0002
WA,0,3/9/16,US0002
WA,0,3/16/16,US0002
WA,0,3/23/16,US0002
WA,0,3/30/16,US0002
WA,0,4/6/16,US0002
WA,0,4/13/16,US0002
WA,0,4/20/16,US0002
WA,0,4/27/16,US0002
WA,0,5/4/16,US0002
WA,0,5/11/16,US0002
WA,0,5/18/16,US0002
WA,0,5/25/16,US0002
WA,0,6/1/16,US0002
WA,0,6/8/16,US0002
WA,0,6/15/16,US0002
WA,0,6/22/16,US0002
WA,0,6/29/16,US0002
WA,0,7/6/16,US0002
WA,0,7/13/16,US0002
WA,0,7/27/16,US0002
WA,0,8/3/16,US0002
WA,0,8/10/16,US0002
WA,0,8/17/16,US0002
WA,0,8/24/16,US0002
WA,0,8/31/16,US0002
WA,0,9/7/16,US0002
WA,0,9/14/16,US0002
WV,5,3/16/16,US0001
WV,5,3/23/16,US0001
WV,5,3/30/16,US0001
WV,5,4/6/16,US0001
WV,5,4/13/16,US0001
WV,5,4/20/16,US0001
WV,6,4/27/16,US0001
WV,6,5/4/16,US0001
WV,6,5/11/16,US0001
WV,6,5/18/16,US0001
WV,6,5/25/16,US0001
WV,6,6/1/16,US0001
WV,6,6/8/16,US0001
WV,6,6/15/16,US0001
WV,6,6/22/16,US0001
WV,6,6/29/16,US0001
WV,6,7/6/16,US0001
WV,7,7/13/16,US0001
WV,9,7/27/16,US0001
WV,9,8/3/16,US0001
WV,9,8/10/16,US0001
WV,10,8/17/16,US0001
WV,11,8/24/16,US0001
WV,11,8/31/16,US0001
WV,11,9/7/16,US0001
WV,11,9/14/16,US0001
WV,0,3/16/16,US0002
WV,0,3/23/16,US0002
WV,0,3/30/16,US0002
WV,0,4/6/16,US0002
WV,0,4/13/16,US0002
WV,0,4/20/16,US0002
WV,0,4/27/16,US0002
WV,0,5/4/16,US0002
WV,0,5/11/16,US0002
WV,0,5/18/16,US0002
WV,0,5/25/16,US0002
WV,0,6/1/16,US0002
WV,0,6/8/16,US0002
WV,0,6/15/16,US0002
WV,0,6/22/16,US0002
WV,0,6/29/16,US0002
WV,0,7/6/16,US0002
WV,0,7/13/16,US0002
WV,0,7/27/16,US0002
WV,0,8/3/16,US0002
WV,0,8/10/16,US0002
WV,0,8/17/16,US0002
WV,0,8/24/16,US0002
WV,0,8/31/16,US0002
WV,0,9/7/16,US0002
WV,0,9/14/16,US0002
WI,2,6/15/16,US0001
WI,2,6/22/16,US0001
WI,2,6/29/16,US0001
WI,2,7/6/16,US0001
WI,9,7/13/16,US0001
WI,11,7/27/16,US0001
WI,17,8/3/16,US0001
WI,17,8/10/16,US0001
WI,20,8/17/16,US0001
WI,21,8/24/16,US0001
WI,24,8/31/16,US0001
WI,24,9/7/16,US0001
WI,29,9/14/16,US0001
WI,0,6/15/16,US0002
WI,0,6/22/16,US0002
WI,0,6/29/16,US0002
WI,0,7/6/16,US0002
WI,0,7/13/16,US0002
WI,0,7/27/16,US0002
WI,0,8/3/16,US0002
WI,0,8/10/16,US0002
WI,0,8/17/16,US0002
WI,0,8/24/16,US0002
WI,0,8/31/16,US0002
WI,0,9/7/16,US0002
WI,0,9/14/16,US0002
WY,2,9/14/16,US0001
WY,0,9/14/16,US0002
,,,